영화제목,유통회사명,개봉년도,개봉월,총스크린수,관람객수,장르,등급,네이버_평점,씨네21_평점,평균평점,계절,장르2,등급_le,관람객수_le,계절_le,관객수_등급
레벤느망,"(주)영화특별시에스엠씨,주식회사 왓챠",2022,3,64.0,14473.5244140625,드라마,15세이상관람가,7.87,4.0,5.9350000000000005,1,2,1,1646,0,4
극장판 안녕 자두야: 제주도의 비밀,(주)씨제이이엔엠,2022,1,618.0,90301.8671875,애니메이션,전체관람가,8.13,6.281282051282052,7.205641025641026,4,0,2,1914,3,5
뱅드림! 팝핀' 드림!,(주)애니플러스,2022,3,105.0,17394.171875,애니메이션,전체관람가,8.88,4.0,6.44,1,0,2,1686,0,5
도어맨,(주)블루라벨픽쳐스,2022,3,130.0,26405.654296875,액션,15세이상관람가,6.574032258064515,6.8,6.687016129032258,1,1,1,1764,0,5
고양이들의 아파트,"(주)엣나인필름,(주)메타플레이",2022,3,75.0,306.4230651855469,다큐멘터리,전체관람가,7.95,5.67,6.8100000000000005,1,8,2,317,0,2
나일 강의 죽음,월트디즈니컴퍼니코리아 유한책임회사,2022,2,63.0,23501.927734375,범죄,12세이상관람가,7.11,8.5,7.805,4,4,0,1753,3,5
시라노,유니버설픽쳐스인터내셔널 코리아(유),2022,2,195.0,10121.7001953125,멜로/로맨스,12세이상관람가,8.73,5.0,6.865,4,3,0,1566,3,4
만년이 지나도 변하지 않는 게 있어,"그린나래미디어(주),(주)영화사벌집",2022,2,297.0,10121.7001953125,멜로/로맨스,12세이상관람가,6.53,5.0,5.765000000000001,4,3,0,1566,3,4
리디밍 러브,(주)까멜리아이엔티,2022,3,118.0,2297.315673828125,멜로/로맨스,15세이상관람가,6.9,4.33,5.615,1,3,1,1131,0,4
355,"(주)스튜디오 산타클로스엔터테인먼트,(주)제이앤씨미디어그룹",2022,2,540.0,67132.5703125,액션,15세이상관람가,6.09,7.33,6.71,4,1,1,1887,3,5
리코리쉬 피자,유니버설픽쳐스인터내셔널 코리아(유),2022,2,222.0,10121.7001953125,멜로/로맨스,15세이상관람가,7.61,7.0,7.305,4,3,1,1566,3,4
피그,판씨네마(주),2022,2,113.0,9822.9453125,드라마,12세이상관람가,7.777657657657658,5.75,6.763828828828829,4,2,0,1560,3,4
소피의 세계,찬란,2022,3,84.0,14473.5244140625,드라마,12세이상관람가,4.4,6.22927536231884,5.31463768115942,1,2,0,1646,0,4
극장판 금빛 모자이크 땡큐!!,메가박스중앙(주),2022,3,60.0,17394.171875,애니메이션,전체관람가,7.735333333333333,5.0,6.367666666666667,1,0,2,1686,0,5
유어 러브 송,(주)다자인소프트,2022,3,59.0,2297.315673828125,멜로/로맨스,12세이상관람가,5.55,6.2148,5.8824000000000005,1,3,0,1131,0,4
광대: 소리꾼,트윈플러스파트너스(주),2022,2,116.0,60.0,사극,12세이상관람가,8.7,5.0,6.85,4,18,0,62,3,1
나이트 레이더스,"하이, 스트레인저,주식회사 더쿱",2022,3,72.0,6404.2998046875,스릴러,15세이상관람가,3.64,7.6,5.62,1,7,1,1438,0,4
패러렐 마더스,(주)스튜디오디에이치엘,2022,3,88.0,2297.315673828125,멜로/로맨스,15세이상관람가,7.48,7.0,7.24,1,3,1,1131,0,4
드라이,(주)영화사 진진,2022,3,103.0,1548.75,미스터리,15세이상관람가,7.21,6.67,6.94,1,9,1,1005,0,3
그 남자는 타이타닉을 보고 싶지 않았다,주식회사 슈아픽처스,2022,3,43.0,14473.5244140625,드라마,12세이상관람가,8.22,5.0,6.61,1,2,0,1646,0,4
극장판 시그널,트윈플러스파트너스(주),2022,3,90.0,14473.5244140625,드라마,12세이상관람가,7.0,7.67,7.335,1,2,0,1646,0,4
어거스트 버진,M&M 인터내셔널,2022,3,48.0,14473.5244140625,드라마,15세이상관람가,7.39,3.0,5.195,1,2,1,1646,0,4
B컷,TCO(주)더콘텐츠온,2022,3,82.0,110387.0,범죄,청소년관람불가,9.35,7.67,8.51,1,4,3,1935,0,5
사랑 후의 두 여자,판씨네마(주),2022,3,55.0,14473.5244140625,드라마,15세이상관람가,7.96,9.5,8.73,1,2,1,1646,0,4
"틱, 틱... 붐!",씨제이 씨지브이(CJ CGV)(주),2021,11,108.0,98366.2890625,드라마,12세이상관람가,8.46,4.0,6.23,3,2,0,1922,2,5
매미소리,(주)드림팩트엔터테인먼트,2022,2,70.0,9822.9453125,드라마,15세이상관람가,9.71,7.75,8.73,4,2,1,1560,3,4
파워 오브 도그,씨제이 씨지브이(CJ CGV)(주),2021,11,113.0,98366.2890625,드라마,15세이상관람가,6.5,7.0,6.75,3,2,1,1922,2,5
재춘언니,(주)시네마달,2022,3,44.0,306.4230651855469,다큐멘터리,12세이상관람가,7.0,6.4,6.7,1,8,0,317,0,2
태일이,(주)리틀빅픽쳐스,2021,12,458.0,41329.0859375,애니메이션,전체관람가,8.45,7.5,7.975,4,0,2,1830,3,5
돈 룩 업,씨제이 씨지브이(CJ CGV)(주),2021,12,656.0,180.2142791748047,코미디,15세이상관람가,8.23,8.0,8.115,4,6,1,191,3,2
웨스트 사이드 스토리,월트디즈니컴퍼니코리아 유한책임회사,2022,1,754.0,16271.34375,드라마,12세이상관람가,5.62,6.33,5.975,4,2,0,1674,3,5
코다,판씨네마(주),2021,8,308.0,15568.5234375,드라마,12세이상관람가,7.315434782608696,6.6,6.957717391304348,2,2,0,1664,1,4
미싱타는 여자들,(주)영화사 진진,2022,1,39.0,3821.85009765625,다큐멘터리,전체관람가,8.24,6.5,7.37,4,8,2,1289,3,4
나의 촛불,트윈플러스파트너스(주),2022,2,294.0,938.0,다큐멘터리,전체관람가,9.31,6.8,8.055,4,8,2,833,3,3
어나더 라운드,(주)엣나인필름,2022,1,175.0,895.0,코미디,15세이상관람가,8.13,6.5,7.315,4,6,1,799,3,3
서바이벌리스트,(주)라이크콘텐츠,2022,2,15.0,851.0,액션,15세이상관람가,2.94,5.566,4.253,4,1,1,770,3,3
레드 로켓,유니버설픽쳐스인터내셔널 코리아(유),2022,3,4.0,814.0,드라마,청소년관람불가,7.31,5.0,6.154999999999999,1,2,3,744,0,3
아망떼,(주)블루라벨픽쳐스,2022,3,21.0,808.0,멜로/로맨스,15세이상관람가,6.67,6.0,6.335,1,3,1,739,0,3
역으로 가는 길을 알려줘,(주)영화사 진진,2022,2,25.0,755.0,드라마,전체관람가,7.78,6.33,7.055,4,2,2,702,3,3
축복의 집,필름다빈,2022,2,17.0,609.0,가족,12세이상관람가,8.07,5.0,6.535,4,11,0,581,3,3
캐슬 폴스: 머니 게임,(주)디스테이션,2022,3,34.0,605.0,액션,15세이상관람가,6.574032258064515,4.0,5.287016129032258,1,1,1,578,0,3
애니멀 체인지,와이드 릴리즈(주),2022,2,155.0,586.0,애니메이션,전체관람가,4.2,3.0,3.6,4,0,2,562,3,3
하로동선,주식회사 블루필름웍스,2022,3,23.0,546.0,드라마,15세이상관람가,7.71,6.0,6.855,1,2,1,540,0,3
스크림,롯데컬처웍스(주)롯데엔터테인먼트,2022,2,29.0,534.0,공포(호러),청소년관람불가,8.07,6.33,7.2,4,5,3,530,3,3
보드랍게,(주)인디플러그,2022,2,20.0,500.0,다큐멘터리,전체관람가,9.45,6.614736842105264,8.032368421052631,4,8,2,499,3,3
마지막 대전투: 전장의 영웅들,(유)조이앤시네마,2022,3,50.0,498.0,전쟁,15세이상관람가,0.0,6.15,3.075,1,12,1,497,0,3
FBI 데스트랩,(유)조이앤시네마,2022,3,50.0,484.0,스릴러,15세이상관람가,3.11,6.567777777777778,4.838888888888889,1,7,1,484,0,3
전투왕,"(주)씨네포트,주식회사 블루필름웍스",2022,2,41.0,378.0,다큐멘터리,12세이상관람가,9.73,6.614736842105264,8.172368421052632,4,8,0,384,3,2
가무악칠채,(주)케빈앤컴퍼니,2022,3,10.0,337.0,공연,전체관람가,10.0,5.52125,7.760625,1,14,2,345,0,2
우주에서 가장 밝은 지붕,트윈플러스파트너스(주),2022,3,2.0,300.0,판타지,전체관람가,8.0,6.8,7.4,1,10,2,308,0,2
하우스 오브 구찌,유니버설픽쳐스인터내셔널 코리아(유),2022,1,734.0,296.0,범죄,15세이상관람가,7.69,10.0,8.845,4,4,1,304,3,2
에우리디체,(주) 인스터 글로벌,2022,3,6.0,273.0,공연,전체관람가,0.0,4.67,2.335,1,14,2,281,0,2
존경하고 사랑하는 국민여러분,"주식회사 블루필름웍스,(주)영화사메이플러스",2022,1,22.0,245.0,다큐멘터리,12세이상관람가,4.34,7.0,5.67,4,8,0,256,3,2
임신한 나무와 도깨비,(주)시네마달,2022,1,20.0,228.0,드라마,15세이상관람가,7.92,6.206746031746032,7.063373015873015,4,2,1,239,3,2
역할들,쉼표,2022,3,5.0,216.0,드라마,12세이상관람가,8.64,5.5,7.07,1,2,0,226,0,2
세라비: 다섯 번의 기적,(주)트리플픽쳐스,2022,2,25.0,159.0,코미디,15세이상관람가,8.12,5.5,6.81,4,6,1,168,3,2
늦봄2020,주식회사 블루필름웍스,2022,2,12.0,148.0,다큐멘터리,전체관람가,7.12,7.33,7.225,4,8,2,155,3,2
셰터드,주식회사 풍경소리,2022,2,50.0,140.0,스릴러,청소년관람불가,6.47,5.54125,6.005625,4,7,3,147,3,2
아이돌레시피,(주)드림팩트엔터테인먼트,2022,3,11.0,140.0,코미디,15세이상관람가,6.94,5.636363636363637,6.288181818181819,1,6,1,147,0,2
와일드 리벤지: 마지막 한 놈까지,주식회사 풍경소리,2022,2,50.0,140.0,액션,청소년관람불가,2.75,5.0,3.875,4,1,3,147,3,2
브릭스턴 테일,(주)드림팩트엔터테인먼트,2022,3,5.0,120.0,드라마,청소년관람불가,0.0,5.0,2.5,1,2,3,127,0,2
효자,(주)드림팩트엔터테인먼트,2022,1,16.0,117.0,코미디,15세이상관람가,9.16,6.175000000000001,7.6675,4,6,1,124,3,2
테이블 매너,주식회사 씨엠닉스,2022,3,4.0,116.0,드라마,15세이상관람가,6.86,6.33,6.595000000000001,1,2,1,123,0,2
굿 보스,(주)디스테이션,2022,2,85.0,114.0,드라마,15세이상관람가,7.35,1.0,4.175,4,2,1,120,3,2
곡녀,시네마 뉴원,2022,3,7.0,110.0,드라마,12세이상관람가,5.5,6.22927536231884,5.8646376811594205,1,2,0,115,0,2
인비저블 킬러,(주)액티버스엔터테인먼트,2022,3,5.0,100.0,액션,15세이상관람가,3.0,5.517818181818182,4.258909090909091,1,1,1,105,0,2
7인의 악인전,비케이 시네윈,2022,3,5.0,100.0,액션,15세이상관람가,7.0,3.5,5.25,1,1,1,105,0,2
시크릿 카운터,(주)디오시네마,2022,2,25.0,94.0,기타,15세이상관람가,7.17,5.471666666666667,6.320833333333333,4,16,1,99,3,2
밴드스탠드,(주)위즈온센,2022,2,17.0,93.0,공연,12세이상관람가,9.5,6.211666666666666,7.855833333333333,4,14,0,98,3,2
성적유희의 극한적 경험,(유)조이앤시네마,2022,3,5.0,92.0,드라마,청소년관람불가,0.0,3.9,1.95,1,2,3,97,0,2
미인,필름에이픽쳐스,2022,2,5.0,88.0,다큐멘터리,전체관람가,4.33,6.25,5.29,4,8,2,93,3,1
온 세상이 하얗다,(주)트리플픽쳐스,2022,2,18.0,76.0,멜로/로맨스,15세이상관람가,7.8,7.25,7.525,4,3,1,81,3,1
너에게 가는 길,(주)엣나인필름,2021,11,56.0,56.0,다큐멘터리,12세이상관람가,9.22,7.25,8.235,3,8,0,57,2,1
프랑스,M&M 인터내셔널,2022,1,54.0,55.0,드라마,12세이상관람가,7.41,6.33,6.87,4,2,0,56,3,1
나는 조선사람입니다,"㈜인디스토리,엠앤씨에프",2021,12,23.0,50.0,다큐멘터리,12세이상관람가,9.22,6.0,7.61,4,8,0,51,3,1
비올레타,알토미디어(주),2022,1,27.0,45.0,드라마,청소년관람불가,7.819929577464789,5.0,6.4099647887323945,4,2,3,46,3,1
도쿄 리벤저스,(주)넥스트엔터테인먼트월드(NEW),2022,1,216.0,43.0,드라마,15세이상관람가,7.92,6.206746031746032,7.063373015873015,4,2,1,44,3,1
프리! 더 파이널 스트로크 전편,(주)애니플러스,2022,1,77.0,36.0,애니메이션,전체관람가,9.12,6.281282051282052,7.700641025641025,4,0,2,36,3,1
더 컨테이젼: 바이러스의 습격,(유)조이앤시네마,2022,3,5.0,34.0,드라마,15세이상관람가,0.0,6.22927536231884,3.11463768115942,1,2,1,34,0,1
인베이젼 2022,(유)조이앤시네마,2022,3,5.0,34.0,액션,12세이상관람가,0.0,7.0,3.5,1,1,0,34,0,1
끝없음에 관하여,찬란,2021,12,38.0,24.0,기타,12세이상관람가,7.25,5.3325,6.29125,4,16,0,24,3,1
아웃브레이크 호텔,(주)씨네마블랙,2022,2,5.0,21.0,스릴러,15세이상관람가,2.73,5.54125,4.135625,4,7,1,21,3,1
데스 밸리,주식회사 루믹스미디어,2022,3,5.0,19.0,액션,15세이상관람가,0.0,5.33,2.665,1,1,1,19,0,1
인어가 잠든 집,"(주)영화특별시에스엠씨,(주)콘텐츠패밀리",2022,1,90.0,11.0,드라마,12세이상관람가,7.08,6.33,6.705,4,2,0,10,3,1
무녀도,(주)씨네필운,2021,11,49.0,10.0,뮤지컬,12세이상관람가,8.4,6.75,7.575,3,17,0,9,2,1
원 세컨드,찬란,2022,1,42.0,10.0,드라마,12세이상관람가,7.46,5.8,6.63,4,2,0,9,3,1
코만도,(주)이놀미디어,2022,2,50.0,10.0,액션,청소년관람불가,8.38,5.566,6.973000000000001,4,1,3,9,3,1
벌지 탱크 대전투,(유)조이앤시네마,2022,2,6.0,9.0,액션,15세이상관람가,5.25,7.6,6.425,4,1,1,8,3,1
해탄적일천,(주)에이썸엔터테인먼트,2022,1,44.0,9.0,드라마,12세이상관람가,8.13,5.33,6.73,4,2,0,8,3,1
클리포드 더 빅 레드 독,롯데컬처웍스(주)롯데엔터테인먼트,2022,1,356.0,8.0,어드벤처,전체관람가,7.71,8.0,7.855,4,15,2,7,3,1
해피 아워,(주)트리플픽쳐스,2021,12,15.0,8.0,드라마,15세이상관람가,8.81,7.0,7.905,4,2,1,7,3,1
청춘적니,(주)다자인소프트,2022,1,112.0,7.0,멜로/로맨스,12세이상관람가,7.23,5.0,6.115,4,3,0,6,3,1
극장판 천재 추리 탐정 셜록홈즈,(주)넥스트엔터테인먼트월드(NEW),2022,1,134.0,5.0,애니메이션,전체관람가,8.83,7.0,7.915,4,0,2,4,3,1
당신얼굴 앞에서,"(주)영화제작전원사 ,(주)콘텐츠판다",2021,10,69.0,5.0,드라마,15세이상관람가,7.41,4.0,5.705,3,2,1,4,2,1
리프레쉬,(주)이놀미디어,2022,2,44.0,5.0,드라마,12세이상관람가,7.69,5.0,6.345000000000001,4,2,0,4,3,1
"사비나: 그리스도를 위한 고난, 나치 시대",커넥트픽쳐스(주),2021,11,44.0,4.0,드라마,12세이상관람가,9.47,5.5,7.485,3,2,0,3,2,1
걸 위드 더 카메라,(주)영화사 그램,2022,1,11.0,3.0,다큐멘터리,12세이상관람가,9.71,4.67,7.19,4,8,0,2,3,1
대한민국 대통령,(주)라이크콘텐츠,2022,2,22.0,2.0,다큐멘터리,전체관람가,7.82,6.614736842105264,7.217368421052631,4,8,2,1,3,1
삼국지 관운장: 청룡언월도,(주)제이앤씨미디어그룹,2022,2,6.0,2.0,액션,12세이상관람가,4.55,5.33,4.94,4,1,0,1,3,1
더 마더,(주)스튜디오디에이치엘,2022,2,32.0,1.0,스릴러,15세이상관람가,9.45,5.54125,7.495624999999999,4,7,1,0,3,1
웨이크 업,(주)라온컴퍼니플러스,2022,3,1.0,1.0,스릴러,15세이상관람가,6.3100000000000005,6.567777777777778,6.438888888888889,1,7,1,0,0,1
이스케이프 룸: 공포의 퍼즐,(주)알이디아이스엔터,2022,3,1.0,1.0,공포(호러),15세이상관람가,1.57,4.93,3.25,1,5,1,0,0,1
죽음의 서약,(주)라온컴퍼니플러스,2022,3,1.0,1.0,공포(호러),15세이상관람가,1.33,3.0,2.165,1,5,1,0,0,1
트로트는 인생이다,시네마 뉴원,2022,1,8.0,1.0,코미디,15세이상관람가,6.62,5.67,6.145,4,6,1,0,3,1
신비한 동물들과 덤블도어의 비밀,워너브러더스 코리아(주),2022,4,63.0,2119.666748046875,어드벤처,12세이상관람가,6.75,5.33,6.04,1,15,0,1106,0,4
모비우스,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2022,3,63.0,26405.654296875,액션,15세이상관람가,6.76,6.0,6.38,1,1,1,1764,0,5
수퍼 소닉2,롯데컬처웍스(주)롯데엔터테인먼트,2022,4,63.0,70701.390625,애니메이션,전체관람가,8.411428571428571,6.0,7.2057142857142855,1,0,2,1891,0,5
니 부모 얼굴이 보고 싶다,(주)마인드마크,2022,4,63.0,8813.1640625,드라마,15세이상관람가,7.65,5.0,6.325,1,2,1,1540,0,4
앵커,(주)에이스메이커무비웍스,2022,4,63.0,46486.28515625,스릴러,15세이상관람가,6.1325,5.0,5.56625,1,7,1,1856,0,5
공기살인,"TCO(주)더콘텐츠온,씨제이 씨지브이(CJ CGV)(주)",2022,4,756.0,8813.1640625,드라마,12세이상관람가,8.25,5.67,6.96,1,2,0,1540,0,4
앰뷸런스,유니버설픽쳐스인터내셔널 코리아(유),2022,4,63.0,269801.28125,액션,15세이상관람가,7.4,5.5,6.45,1,1,1,2001,0,5
뜨거운 피,"(주)스튜디오디에이치엘,(주)키다리스튜디오",2022,3,63.0,110387.0,범죄,15세이상관람가,6.84,5.5,6.17,1,4,1,1935,0,5
로스트 시티,롯데컬처웍스(주)롯데엔터테인먼트,2022,4,835.0,269801.28125,액션,12세이상관람가,6.41,8.0,7.205,1,1,0,2001,0,5
스텔라,씨제이 씨지브이(CJ CGV)(주),2022,4,690.0,62.79999923706055,코미디,15세이상관람가,9.18,6.0,7.59,1,6,1,65,0,1
극장판 주술회전 0,(주)대교 미디어콘텐츠사업본부,2022,2,836.0,18093.880859375,애니메이션,15세이상관람가,8.91,6.0,7.455,4,0,1,1700,3,5
서울괴담,메가박스중앙(주)플러스엠,2022,4,474.0,21902.400390625,공포(호러),15세이상관람가,5.53,5.5,5.515000000000001,1,5,1,1738,0,5
이상한 나라의 수학자,(주)쇼박스,2022,3,63.0,14473.5244140625,드라마,12세이상관람가,7.88,6.5,7.19,1,2,0,1646,0,4
루이스 웨인: 사랑을 그린 고양이 화가,(주)씨제이이엔엠,2022,4,530.0,8813.1640625,드라마,12세이상관람가,7.71,5.946783216783217,6.828391608391609,1,2,0,1540,0,4
세븐틴 파워 오브 러브 : 더 무비,"씨제이포디플렉스 주식회사,CGV ICECON",2022,4,151.0,2109.041748046875,공연,전체관람가,9.85,7.43,8.64,1,14,2,1102,0,4
더 배트맨,워너브러더스 코리아(주),2022,3,63.0,26405.654296875,액션,15세이상관람가,8.12,7.0,7.56,1,1,1,1764,0,5
봄날,(주)콘텐츠판다,2022,4,455.0,8813.1640625,드라마,15세이상관람가,7.26,5.0,6.13,1,2,1,1540,0,4
배니싱: 미제사건,"(주)스튜디오 산타클로스엔터테인먼트,(주)제이앤씨미디어그룹",2022,3,561.0,110387.0,범죄,15세이상관람가,5.21,5.0,5.105,1,4,1,1935,0,5
말임씨를 부탁해,(주)씨네필운,2022,4,197.0,8813.1640625,드라마,전체관람가,9.13,5.0,7.065,1,2,2,1540,0,4
불도저에 탄 소녀,트윈플러스파트너스(주),2022,4,203.0,8813.1640625,드라마,15세이상관람가,7.88,7.2,7.54,1,2,1,1540,0,4
스펜서,"(주)영화특별시에스엠씨,그린나래미디어(주)",2022,3,730.0,14473.5244140625,드라마,12세이상관람가,7.8,5.0,6.4,1,2,0,1646,0,4
극장판 시그널,트윈플러스파트너스(주),2022,3,90.0,14473.5244140625,드라마,12세이상관람가,7.0,6.33,6.665,1,2,0,1646,0,4
코다,판씨네마(주),2021,8,308.0,15568.5234375,드라마,12세이상관람가,7.315434782608696,6.0,6.657717391304348,2,2,0,1664,1,4
몬스터 아카데미,와이드 릴리즈(주),2022,4,209.0,2507.39990234375,판타지,전체관람가,5.95,7.6,6.775,1,10,2,1165,0,4
패러렐 마더스,(주)스튜디오디에이치엘,2022,3,88.0,2297.315673828125,멜로/로맨스,15세이상관람가,7.48,8.0,7.74,1,3,1,1131,0,4
소설가의 영화,"(주)영화제작전원사 ,(주)콘텐츠판다",2022,4,66.0,8813.1640625,드라마,12세이상관람가,7.69,5.946783216783217,6.818391608391609,1,2,0,1540,0,4
뱅드림! 팝핀' 드림!,(주)애니플러스,2022,3,105.0,17394.171875,애니메이션,전체관람가,8.88,7.0,7.94,1,0,2,1686,0,5
쓰리: 아직 끝나지 않았다,필름다빈,2022,4,77.0,8813.1640625,드라마,15세이상관람가,6.46,5.67,6.065,1,2,1,1540,0,4
해적: 도깨비 깃발,롯데컬처웍스(주)롯데엔터테인먼트,2022,1,63.0,831.1818237304688,어드벤처,12세이상관람가,6.12,5.5,5.8100000000000005,4,15,0,758,3,3
문폴,(주)누리픽쳐스,2022,3,63.0,26405.654296875,액션,12세이상관람가,5.62,7.0,6.3100000000000005,1,1,0,1764,0,5
로망스 돌,(주)미디어캐슬,2022,4,7.0,165.72727966308594,멜로/로맨스,청소년관람불가,7.5,6.0,6.75,1,3,3,176,0,2
쿠폰의 여왕,"(주)영화특별시에스엠씨,주식회사 왓챠",2022,4,180.0,62.79999923706055,코미디,15세이상관람가,7.07,8.5,7.785,1,6,1,65,0,1
드라이브 마이 카,(주)트리플픽쳐스,2021,12,69.0,686.6063232421875,드라마,15세이상관람가,8.68,6.0,7.34,4,2,1,646,3,3
오늘부터 우리는!!,(주)미디어캐슬,2022,4,21.0,62.79999923706055,코미디,15세이상관람가,6.23,3.5,4.865,1,6,1,65,0,1
인민을 위해 복무하라,(주)제이앤씨미디어그룹,2022,2,598.0,10121.7001953125,멜로/로맨스,청소년관람불가,5.35,7.0,6.175,4,3,3,1566,3,4
드라이,(주)영화사 진진,2022,3,110.0,1548.75,미스터리,15세이상관람가,7.21,6.0,6.605,1,9,1,1005,0,3
복지식당,㈜인디스토리,2022,4,53.0,8813.1640625,드라마,12세이상관람가,7.71,5.5,6.605,1,2,0,1540,0,4
태어나길 잘했어,그린나래미디어(주),2022,4,50.0,8813.1640625,드라마,12세이상관람가,7.43,6.0,6.715,1,2,0,1540,0,4
